EPREUVE,FORMAT_EPREUVE,RANG,NOM_PRENOM,ANNEE_NAISSANCE,NATIONALITE,GENRE,STRUCTURE,TEMPS,DATE_FR,POINTS_FFN,POINTS_FINA
50 Papillon Dames,Séries,14,LEVEAUX Enola,2002,FRA,F,BEAUVAISIS AQUATIC CLUB,00:31.32,21/01/2022,1002,475
50 Papillon Dames,Séries,15,TOUDICK Solene,2005,FRA,F,AMIENS METROPOLE NAT.,00:31.64,21/01/2022,983,460
50 Papillon Dames,Séries,16,MUYLLE Cloé,2005,FRA,F,MARCQ NATATION,00:31.77,21/01/2022,976,455
50 Papillon Dames,Séries,16,HOSSI BURNIER Noémie,2006,FRA,F,AAS SARCELLES NATATION 95,00:31.77,21/01/2022,976,455
50 Papillon Dames,Séries,18,LANIER Suzanne,2005,FRA,F,SC ABBEVILLOIS NATATION TRIATHLON,00:31.94,21/01/2022,966,447
50 Papillon Dames,Séries,19,BARBIER Lou,2006,FRA,F,AAE PÉRONNE,00:32.07,21/01/2022,958,442
50 Papillon Dames,Séries,20,BERTRAND Laureane,2002,FRA,F,CN VOUZIERS,00:32.54,21/01/2022,931,423
50 Papillon Dames,Séries,21,LEROY Maéva,2003,FRA,F,CN VOUZIERS,00:32.59,21/01/2022,928,421
50 Papillon Dames,Séries,22,FIEDLER Mathilde,2004,FRA,F,STADE DE REIMS NATATION,00:32.80,21/01/2022,916,413
50 Papillon Dames,Séries,23,HASANI Lorita,2007,FRA,F,AAS SARCELLES NATATION 95,00:32.91,21/01/2022,909,409
50 Papillon Dames,Séries,24,COLINCHARD Sarah,2008,FRA,F,SOISSONS NATATION SPORTIVE,00:33.13,21/01/2022,897,401
100 Papillon Dames,Finale A,1,PRUVOT Mathilde,2005,FRA,F,AMIENS METROPOLE NAT.,01:01.64,22/01/2022,1237,163
100 Papillon Dames,Finale A,2,FREULON Lillie,2006,FRA,F,DUMBEA NATATION,01:03.21,22/01/2022,1191,155
100 Papillon Dames,Finale A,3,DONVAL Eléane,2004,FRA,F,ANGERS NATATION,01:05.41,22/01/2022,1129,146
100 Papillon Dames,Finale A,4,HANRAS Tiphaine,2000,FRA,F,AMIENS METROPOLE NAT.,01:05.66,22/01/2022,1122,145
100 Papillon Dames,Finale A,5,DUSSART Priscillia,2005,FRA,F,PELICAN CLUB DE VALENCIENNES,01:09.18,22/01/2022,1025,131
100 Papillon Dames,Finale A,6,LANIER Suzanne,2005,FRA,F,SC ABBEVILLOIS NATATION TRIATHLON,01:11.34,22/01/2022,969,124
100 Papillon Dames,Finale A,7,DENIS SMETT Valentine,2006,FRA,F,STADE DE REIMS NATATION,01:11.57,22/01/2022,963,123
100 Papillon Dames,Finale A,8,BIENFAIT Victorine,2007,FRA,F,RACING CLUB ARRAS,01:11.75,22/01/2022,958,122
100 Papillon Dames,Finale B,1,BERTRAND Laureane,2002,FRA,F,CN VOUZIERS,01:12.09,22/01/2022,949,121
100 Papillon Dames,Finale B,2,LEROY Maéva,2003,FRA,F,CN VOUZIERS,01:12.30,22/01/2022,944,121
100 Papillon Dames,Finale B,3,LEVEAUX Enola,2002,FRA,F,BEAUVAISIS AQUATIC CLUB,01:13.01,22/01/2022,926,118
100 Papillon Dames,Séries,1,FREULON Lillie,2006,FRA,F,DUMBEA NATATION,01:03.26,22/01/2022,1190,155
100 Papillon Dames,Séries,2,MOLUH Mary-Ambre,2005,FRA,F,U.S CRETEIL NATATION,01:03.53,22/01/2022,1182,154
100 Papillon Dames,Séries,3,PRUVOT Mathilde,2005,FRA,F,AMIENS METROPOLE NAT.,01:03.82,22/01/2022,1174,153
100 Papillon Dames,Séries,4,DONVAL Eléane,2004,FRA,F,ANGERS NATATION,01:05.78,22/01/2022,1118,144
100 Papillon Dames,Séries,5,HANRAS Tiphaine,2000,FRA,F,AMIENS METROPOLE NAT.,01:07.40,22/01/2022,1074,138
100 Papillon Dames,Séries,6,DUSSART Priscillia,2005,FRA,F,PELICAN CLUB DE VALENCIENNES,01:09.84,22/01/2022,1008,129
100 Papillon Dames,Séries,7,DENIS SMETT Valentine,2006,FRA,F,STADE DE REIMS NATATION,01:11.31,22/01/2022,969,124
100 Papillon Dames,Séries,8,LANIER Suzanne,2005,FRA,F,SC ABBEVILLOIS NATATION TRIATHLON,01:11.62,22/01/2022,961,123
100 Papillon Dames,Séries,9,BIENFAIT Victorine,2007,FRA,F,RACING CLUB ARRAS,01:11.86,22/01/2022,955,122
100 Papillon Dames,Séries,10,LEVEAUX Enola,2002,FRA,F,BEAUVAISIS AQUATIC CLUB,01:12.80,22/01/2022,931,119
100 Papillon Dames,Séries,11,LEROY Maéva,2003,FRA,F,CN VOUZIERS,01:13.02,22/01/2022,926,118
100 Papillon Dames,Séries,12,HOSSI BURNIER Noémie,2006,FRA,F,AAS SARCELLES NATATION 95,01:13.15,22/01/2022,922,118
100 Papillon Dames,Séries,13,BERTRAND Laureane,2002,FRA,F,CN VOUZIERS,01:13.17,22/01/2022,922,118
100 Papillon Dames,Séries,14,HASANI Lorita,2007,FRA,F,AAS SARCELLES NATATION 95,01:13.51,22/01/2022,913,117
100 Papillon Dames,Séries,15,MERCIRIS Noemie,2007,FRA,F,AMIENS METROPOLE NAT.,01:15.87,22/01/2022,855,110
200 Papillon Dames,Finale A,1,HANRAS Tiphaine,2000,FRA,F,AMIENS METROPOLE NAT.,02:23.75,23/01/2022,1104,734
200 Papillon Dames,Finale A,2,VERDIER Lisa,2006,FRA,F,MARCQ NATATION,02:35.19,23/01/2022,948,632
200 Papillon Dames,Finale A,3,DUSSART Priscillia,2005,FRA,F,PELICAN CLUB DE VALENCIENNES,02:37.85,23/01/2022,914,611
200 Papillon Dames,Séries,1,HANRAS Tiphaine,2000,FRA,F,AMIENS METROPOLE NAT.,02:28.73,23/01/2022,1035,687
200 Papillon Dames,Séries,2,VERDIER Lisa,2006,FRA,F,MARCQ NATATION,02:34.63,23/01/2022,956,636
200 Papillon Dames,Séries,3,DUSSART Priscillia,2005,FRA,F,PELICAN CLUB DE VALENCIENNES,02:44.50,23/01/2022,830,562
200 4 Nages Dames,Finale A,1,CARLOS-BROC Zoé,2006,FRA,F,ES MASSY NATATION,02:19.50,21/01/2022,1189,828
200 4 Nages Dames,Finale A,1,LANIER Suzanne,2005,FRA,F,SC ABBEVILLOIS NATATION TRIATHLON,02:40.98,21/01/2022,899,626
200 4 Nages Dames,Finale A,1,CARLOS-BROC Zoé,2006,FRA,F,ES MASSY NATATION,02:19.50,21/01/2022,1189,828
200 4 Nages Dames,Finale A,2,BURGY Manon,2005,FRA,F,AMIENS METROPOLE NAT.,02:21.69,21/01/2022,1158,804
200 4 Nages Dames,Finale A,2,DUBOIS Clemence,2005,FRA,F,MARCQ NATATION,02:41.77,21/01/2022,889,620
200 4 Nages Dames,Finale A,2,BURGY Manon,2005,FRA,F,AMIENS METROPOLE NAT.,02:21.69,21/01/2022,1158,804
200 4 Nages Dames,Finale A,3,STALS Aurore,2005,BEL,F,ARDENNES RIVES DE MEUSE NATATION,02:42.51,21/01/2022,880,614
200 4 Nages Dames,Finale A,3,PRUVOT Mathilde,2005,FRA,F,AMIENS METROPOLE NAT.,02:26.56,21/01/2022,1089,753
200 4 Nages Dames,Finale A,4,DUPONT Zia,2002,FRA,F,ANGERS NATATION,02:30.42,21/01/2022,1037,716
200 4 Nages Dames,Finale A,5,CLAUDIC-TCHA Maëllys,2006,FRA,F,ANGERS NATATION,02:30.57,21/01/2022,1035,714
200 4 Nages Dames,Finale A,5,CLAUDIC-TCHA Maëllys,2006,FRA,F,ANGERS NATATION,02:30.57,21/01/2022,1035,714
200 4 Nages Dames,Finale A,6,MINCK CECONI Alizéa,1999,FRA,F,STADE DE REIMS NATATION,02:36.46,21/01/2022,957,662
200 4 Nages Dames,Finale A,7,LE BAILLY Julie,2007,FRA,F,AMIENS METROPOLE NAT.,02:36.86,21/01/2022,952,659
200 4 Nages Dames,Finale A,8,BERTRAND Laureane,2002,FRA,F,CN VOUZIERS,02:38.65,21/01/2022,929,644
200 4 Nages Dames,Finale B,1,QUINT Chloé,2002,FRA,F,BEAUVAISIS AQUATIC CLUB,02:40.90,21/01/2022,900,626
200 4 Nages Dames,Finale B,2,LEROY Maéva,2003,FRA,F,CN VOUZIERS,02:43.57,21/01/2022,867,606
200 4 Nages Dames,Séries,1,CARLOS-BROC Zoé,2006,FRA,F,ES MASSY NATATION,02:22.12,21/01/2022,1152,799
200 4 Nages Dames,Séries,1,CARLOS-BROC Zoé,2006,FRA,F,ES MASSY NATATION,02:22.12,21/01/2022,1152,799
200 4 Nages Dames,Séries,2,BURGY Manon,2005,FRA,F,AMIENS METROPOLE NAT.,02:23.25,21/01/2022,1136,787
200 4 Nages Dames,Séries,2,BURGY Manon,2005,FRA,F,AMIENS METROPOLE NAT.,02:23.25,21/01/2022,1136,787
200 4 Nages Dames,Séries,3,PRUVOT Mathilde,2005,FRA,F,AMIENS METROPOLE NAT.,02:24.33,21/01/2022,1121,776
200 4 Nages Dames,Séries,4,CLAUDIC-TCHA Maëllys,2006,FRA,F,ANGERS NATATION,02:27.95,21/01/2022,1070,739
200 4 Nages Dames,Séries,4,CLAUDIC-TCHA Maëllys,2006,FRA,F,ANGERS NATATION,02:27.95,21/01/2022,1070,739
200 4 Nages Dames,Séries,5,DUPONT Zia,2002,FRA,F,ANGERS NATATION,02:31.54,21/01/2022,1022,705
200 4 Nages Dames,Séries,6,LE BAILLY Julie,2007,FRA,F,AMIENS METROPOLE NAT.,02:37.91,21/01/2022,938,650
200 4 Nages Dames,Séries,7,MINCK CECONI Alizéa,1999,FRA,F,STADE DE REIMS NATATION,02:39.41,21/01/2022,919,638
200 4 Nages Dames,Séries,8,BERTRAND Laureane,2002,FRA,F,CN VOUZIERS,02:39.78,21/01/2022,914,635
200 4 Nages Dames,Séries,9,LANIER Suzanne,2005,FRA,F,SC ABBEVILLOIS NATATION TRIATHLON,02:40.11,21/01/2022,910,633
200 4 Nages Dames,Séries,10,STALS Aurore,2005,BEL,F,ARDENNES RIVES DE MEUSE NATATION,02:41.13,21/01/2022,897,625
200 4 Nages Dames,Séries,11,DUBOIS Clemence,2005,FRA,F,MARCQ NATATION,02:42.60,21/01/2022,879,613
200 4 Nages Dames,Séries,12,JARILLOT Léa,2006,FRA,F,CANETON CLUB DE BEAUMONT,02:43.05,21/01/2022,873,610
200 4 Nages Dames,Séries,13,QUINT Chloé,2002,FRA,F,BEAUVAISIS AQUATIC CLUB,02:43.21,21/01/2022,871,609
200 4 Nages Dames,Séries,14,LEROY Maéva,2003,FRA,F,CN VOUZIERS,02:44.36,21/01/2022,857,600
400 4 Nages Dames,Finale A,1,DOBRIN Alexandra,1993,ROU,F,DENAIN NAT. PORTE DU HAINAUT,04:53.70,22/01/2022,1188,830
400 4 Nages Dames,Finale A,2,CARLOS-BROC Zoé,2006,FRA,F,ES MASSY NATATION,04:59.64,22/01/2022,1145,798
400 4 Nages Dames,Finale A,2,CARLOS-BROC Zoé,2006,FRA,F,ES MASSY NATATION,04:59.64,22/01/2022,1145,798
400 4 Nages Dames,Finale A,999,DUPONT Zia,2002,FRA,F,ANGERS NATATION,DSQ,22/01/2022,,
400 4 Nages Dames,Finale A,999,STALS Aurore,2005,BEL,F,ARDENNES RIVES DE MEUSE NATATION,DSQ,22/01/2022,,
400 4 Nages Dames,Séries,1,CARLOS-BROC Zoé,2006,FRA,F,ES MASSY NATATION,04:58.96,22/01/2022,1150,802
400 4 Nages Dames,Séries,1,CARLOS-BROC Zoé,2006,FRA,F,ES MASSY NATATION,04:58.96,22/01/2022,1150,802
400 4 Nages Dames,Séries,2,DOBRIN Alexandra,1993,ROU,F,DENAIN NAT. PORTE DU HAINAUT,05:03.78,22/01/2022,1116,606
400 4 Nages Dames,Séries,3,DUPONT Zia,2002,FRA,F,ANGERS NATATION,05:25.35,22/01/2022,971,535
400 4 Nages Dames,Séries,4,STALS Aurore,2005,BEL,F,ARDENNES RIVES DE MEUSE NATATION,05:38.32,22/01/2022,888,497
400 4 Nages Dames,Séries,5,BERTRAND Laureane,2002,FRA,F,CN VOUZIERS,05:45.76,22/01/2022,843,477
50 Nage Libre Messieurs,Finale A,1,GROUSSET Maxime,1999,FRA,M,CS CLICHY 92,00:22.45,21/01/2022,1285,808
50 Nage Libre Messieurs,Finale A,2,NDOYE-BROUARD Yohann,2000,FRA,M,DAUPHINS D'ANNECY,00:22.90,21/01/2022,1252,761
50 Nage Libre Messieurs,Finale A,3,SALVAN Hadrien,1997,FRA,M,STADE DE VANVES,00:23.18,21/01/2022,1232,734
50 Nage Libre Messieurs,Finale A,4,GERVAIS Lucas,1996,BEL,M,DENAIN NAT. PORTE DU HAINAUT,00:23.65,21/01/2022,1198,691
50 Nage Libre Messieurs,Finale A,5,DABIN John-William,2004,FRA,M,AMIENS METROPOLE NAT.,00:23.95,21/01/2022,1176,665
50 Nage Libre Messieurs,Finale A,5,DABIN John-William,2004,FRA,M,AMIENS METROPOLE NAT.,00:23.95,21/01/2022,1176,665
50 Nage Libre Messieurs,Finale A,6,DUMESNIL Ethan,2006,FRA,M,DUMBEA NATATION,00:24.41,21/01/2022,1144,629
50 Nage Libre Messieurs,Finale A,6,DUMESNIL Ethan,2006,FRA,M,DUMBEA NATATION,00:24.41,21/01/2022,1144,629
50 Nage Libre Messieurs,Finale A,7,DEY Grégoire,2002,FRA,M,CN COURRIÈRES,00:24.47,21/01/2022,1140,624
50 Nage Libre Messieurs,Finale A,8,DELALLEAU Lucas,2002,FRA,M,EA NOGENT-VILLERS,00:24.59,21/01/2022,1131,615
50 Nage Libre Messieurs,1/2 Finale (1),3,GERVAIS Lucas,1996,BEL,M,DENAIN NAT. PORTE DU HAINAUT,00:24.11,21/01/2022,1165,652
50 Nage Libre Messieurs,1/2 Finale (1),5,DELALLEAU Lucas,2002,FRA,M,EA NOGENT-VILLERS,00:24.14,21/01/2022,1163,650
50 Nage Libre Messieurs,1/2 Finale (1),6,NDOYE-BROUARD Yohann,2000,FRA,M,DAUPHINS D'ANNECY,00:24.21,21/01/2022,1158,644
50 Nage Libre Messieurs,1/2 Finale (1),8,DUMESNIL Ethan,2006,FRA,M,DUMBEA NATATION,00:24.38,21/01/2022,1146,631
50 Nage Libre Messieurs,1/2 Finale (1),8,DUMESNIL Ethan,2006,FRA,M,DUMBEA NATATION,00:24.38,21/01/2022,1146,631
50 Nage Libre Messieurs,1/2 Finale (1),9,CHOUCHAOUI Mathys,2003,FRA,M,CN CHALON-SUR-SAONE,00:24.39,21/01/2022,1145,630
50 Nage Libre Messieurs,1/2 Finale (1),11,COMBIER Max,2004,FRA,M,AMIENS METROPOLE NAT.,00:24.88,21/01/2022,1111,594
50 Nage Libre Messieurs,1/2 Finale (1),14,LEFEBVRE Titouan,2006,FRA,M,JN COMPIÈGNE,00:25.29,21/01/2022,1083,565
50 Nage Libre Messieurs,1/2 Finale (1),15,PIAZZA Romain,2005,FRA,M,AMIENS METROPOLE NAT.,00:25.67,21/01/2022,1057,540
50 Nage Libre Messieurs,1/2 Finale (2),1,GROUSSET Maxime,1999,FRA,M,CS CLICHY 92,00:23.64,21/01/2022,1198,692
50 Nage Libre Messieurs,1/2 Finale (2),2,SALVAN Hadrien,1997,FRA,M,STADE DE VANVES,00:24.01,21/01/2022,1172,661
50 Nage Libre Messieurs,1/2 Finale (2),4,DABIN John-William,2004,FRA,M,AMIENS METROPOLE NAT.,00:24.12,21/01/2022,1164,652
50 Nage Libre Messieurs,1/2 Finale (2),4,DABIN John-William,2004,FRA,M,AMIENS METROPOLE NAT.,00:24.12,21/01/2022,1164,652
50 Nage Libre Messieurs,1/2 Finale (2),7,DEY Grégoire,2002,FRA,M,CN COURRIÈRES,00:24.28,21/01/2022,1153,639
50 Nage Libre Messieurs,1/2 Finale (2),10,DUBOIS Matthias,2004,FRA,M,AMIENS METROPOLE NAT.,00:24.51,21/01/2022,1137,621
50 Nage Libre Messieurs,1/2 Finale (2),12,COFFIGNIEZ Louis,2005,FRA,M,AMIENS METROPOLE NAT.,00:25.10,21/01/2022,1096,578
50 Nage Libre Messieurs,1/2 Finale (2),13,LOSAY-MARTIN Benjamin,2005,FRA,M,ASN BONNEVAL,00:25.28,21/01/2022,1084,566
50 Nage Libre Messieurs,1/2 Finale (2),16,CHERI-ZECOTE Adrien,2003,FRA,M,AMIENS METROPOLE NAT.,00:26.14,21/01/2022,1026,512
50 Nage Libre Messieurs,Séries,1,GROUSSET Maxime,1999,FRA,M,CS CLICHY 92,00:23.63,21/01/2022,1199,693
50 Nage Libre Messieurs,Séries,2,DELALLEAU Lucas,2002,FRA,M,EA NOGENT-VILLERS,00:23.73,21/01/2022,1192,684
50 Nage Libre Messieurs,Séries,3,SALVAN Hadrien,1997,FRA,M,STADE DE VANVES,00:23.84,21/01/2022,1184,675
50 Nage Libre Messieurs,Séries,4,NDOYE-BROUARD Yohann,2000,FRA,M,DAUPHINS D'ANNECY,00:23.97,21/01/2022,1175,664
50 Nage Libre Messieurs,Séries,5,DABIN John-William,2004,FRA,M,AMIENS METROPOLE NAT.,00:24.13,21/01/2022,1164,651
50 Nage Libre Messieurs,Séries,5,DABIN John-William,2004,FRA,M,AMIENS METROPOLE NAT.,00:24.13,21/01/2022,1164,651
50 Nage Libre Messieurs,Séries,6,GERVAIS Lucas,1996,BEL,M,DENAIN NAT. PORTE DU HAINAUT,00:24.19,21/01/2022,1159,646
50 Nage Libre Messieurs,Séries,7,DUBOIS Matthias,2004,FRA,M,AMIENS METROPOLE NAT.,00:24.21,21/01/2022,1158,644
50 Nage Libre Messieurs,Séries,8,CHOUCHAOUI Mathys,2003,FRA,M,CN CHALON-SUR-SAONE,00:24.25,21/01/2022,1155,641
50 Nage Libre Messieurs,Séries,9,DEY Grégoire,2002,FRA,M,CN COURRIÈRES,00:24.44,21/01/2022,1142,626
50 Nage Libre Messieurs,Séries,10,DUMESNIL Ethan,2006,FRA,M,DUMBEA NATATION,00:24.71,21/01/2022,1123,606
50 Nage Libre Messieurs,Séries,10,DUMESNIL Ethan,2006,FRA,M,DUMBEA NATATION,00:24.71,21/01/2022,1123,606
50 Nage Libre Messieurs,Séries,11,COFFIGNIEZ Louis,2005,FRA,M,AMIENS METROPOLE NAT.,00:25.16,21/01/2022,1092,574
50 Nage Libre Messieurs,Séries,12,COMBIER Max,2004,FRA,M,AMIENS METROPOLE NAT.,00:25.18,21/01/2022,1090,573
50 Nage Libre Messieurs,Séries,13,LOSAY-MARTIN Benjamin,2005,FRA,M,ASN BONNEVAL,00:25.32,21/01/2022,1081,563
50 Nage Libre Messieurs,Séries,14,LEFEBVRE Titouan,2006,FRA,M,JN COMPIÈGNE,00:25.55,21/01/2022,1065,548
50 Nage Libre Messieurs,Séries,15,CHERI-ZECOTE Adrien,2003,FRA,M,AMIENS METROPOLE NAT.,00:25.59,21/01/2022,1063,546
50 Nage Libre Messieurs,Séries,16,PIAZZA Romain,2005,FRA,M,AMIENS METROPOLE NAT.,00:25.60,21/01/2022,1062,545
50 Nage Libre Messieurs,Séries,17,VATA Gjon,2002,BEL,M,DENAIN NAT. PORTE DU HAINAUT,00:25.67,21/01/2022,1057,540
50 Nage Libre Messieurs,Séries,18,HERBULOT Rémi,2005,FRA,M,ANGERS NATATION,00:25.69,21/01/2022,1056,539
50 Nage Libre Messieurs,Séries,19,MAGNIER Valentin,2003,FRA,M,ALBERT SPORT NATATION,00:25.85,21/01/2022,1045,529
50 Nage Libre Messieurs,Séries,20,HORTOPAN Matei-Florian,2006,ROU,M,AMIENS METROPOLE NAT.,00:25.94,21/01/2022,1039,524
50 Nage Libre Messieurs,Séries,21,CABUT Nathan,2006,FRA,M,ARDENNES RIVES DE MEUSE NATATION,00:26.01,21/01/2022,1034,520
50 Nage Libre Messieurs,Séries,21,BALHAUT Augustin,2003,BEL,M,ARDENNES RIVES DE MEUSE NATATION,00:26.01,21/01/2022,1034,520
50 Nage Libre Messieurs,Séries,23,DUPRE Baptiste,2005,FRA,M,MARCQ NATATION,00:26.02,21/01/2022,1034,519
50 Nage Libre Messieurs,Séries,24,MAULNY Maxence,2004,FRA,M,AMIENS METROPOLE NAT.,00:26.09,21/01/2022,1029,515
50 Nage Libre Messieurs,Séries,25,BELTAI Kylian,2004,FRA,M,PELICAN CLUB DE VALENCIENNES,00:26.11,21/01/2022,1028,514
50 Nage Libre Messieurs,Séries,26,MAMERI Kevin,2005,FRA,M,ARDENNES RIVES DE MEUSE NATATION,00:26.33,21/01/2022,1013,501
50 Nage Libre Messieurs,Séries,27,BREMER Yanis,2005,FRA,M,MARCQ NATATION,00:26.53,21/01/2022,1000,490
50 Nage Libre Messieurs,Séries,28,PAÏS Theo,2004,FRA,M,EA NOGENT-VILLERS,00:26.62,21/01/2022,994,485
50 Nage Libre Messieurs,Séries,29,MROZIK Oskar,2003,FRA,M,ALBERT SPORT NATATION,00:26.64,21/01/2022,993,484
50 Nage Libre Messieurs,Séries,30,CARTER LE COZE Jude,2007,FRA,M,JN COMPIÈGNE,00:26.76,21/01/2022,985,477
50 Nage Libre Messieurs,Séries,31,ROGET Alexis,2005,FRA,M,STADE DE REIMS NATATION,00:26.82,21/01/2022,981,474
50 Nage Libre Messieurs,Séries,32,PRIAM-D'HERMY Kaly,2005,FRA,M,SC ABBEVILLOIS NATATION TRIATHLON,00:26.88,21/01/2022,977,471
50 Nage Libre Messieurs,Séries,33,SCHERER Maxime,2007,FRA,M,AMIENS METROPOLE NAT.,00:26.97,21/01/2022,971,466
50 Nage Libre Messieurs,Séries,34,GLINEUR Raphael,2000,BEL,M,DENAIN NAT. PORTE DU HAINAUT,00:27.01,21/01/2022,969,464
50 Nage Libre Messieurs,Séries,35,CAUCHIE Hugo,2004,FRA,M,ARDENNES RIVES DE MEUSE NATATION,00:27.29,21/01/2022,951,450
50 Nage Libre Messieurs,Séries,36,RIBOUX Paul,2005,FRA,M,ANGERS NATATION,00:27.37,21/01/2022,946,446
50 Nage Libre Messieurs,Séries,999,GHYS Rémi,2006,FRA,M,DAUPHINS ST-OMER,DSQ,21/01/2022,,
100 Nage Libre Messieurs,Finale A,1,POUILLART Corentin,2005,FRA,M,AMIENS METROPOLE NAT.,00:52.17,23/01/2022,1184,727
100 Nage Libre Messieurs,Finale A,1,GROUSSET Maxime,1999,FRA,M,CS CLICHY 92,00:48.34,23/01/2022,1319,914
100 Nage Libre Messieurs,Finale A,1,POUILLART Corentin,2005,FRA,M,AMIENS METROPOLE NAT.,00:52.17,23/01/2022,1184,727
100 Nage Libre Messieurs,Finale A,2,DABIN John-William,2004,FRA,M,AMIENS METROPOLE NAT.,00:52.29,23/01/2022,1180,722
100 Nage Libre Messieurs,Finale A,2,SALVAN Hadrien,1997,FRA,M,STADE DE VANVES,00:49.80,23/01/2022,1267,836
100 Nage Libre Messieurs,Finale A,2,DABIN John-William,2004,FRA,M,AMIENS METROPOLE NAT.,00:52.29,23/01/2022,1180,722
100 Nage Libre Messieurs,Finale A,3,DUBOIS Matthias,2004,FRA,M,AMIENS METROPOLE NAT.,00:52.60,23/01/2022,1169,709
100 Nage Libre Messieurs,Finale A,3,TOMAC Mewen,2001,FRA,M,AMIENS METROPOLE NAT.,00:50.45,23/01/2022,1244,804
100 Nage Libre Messieurs,Finale A,4,TESIC Enzo,2000,FRA,M,AMIENS METROPOLE NAT.,00:51.11,23/01/2022,1220,773
100 Nage Libre Messieurs,Finale A,4,LEMARCHAND Antonn,2004,FRA,M,AMIENS METROPOLE NAT.,00:52.91,23/01/2022,1158,697
100 Nage Libre Messieurs,Finale A,5,COFFIGNIEZ Louis,2005,FRA,M,AMIENS METROPOLE NAT.,00:53.94,23/01/2022,1124,658
100 Nage Libre Messieurs,Finale A,5,FUCHS Roman,1998,FRA,M,AMIENS METROPOLE NAT.,00:51.33,23/01/2022,1213,763
100 Nage Libre Messieurs,Finale A,6,MALLET Clement,2002,FRA,M,AMIENS METROPOLE NAT.,00:51.54,23/01/2022,1205,754
100 Nage Libre Messieurs,Finale A,6,HORTOPAN Matei-Florian,2006,ROU,M,AMIENS METROPOLE NAT.,00:55.03,23/01/2022,1087,619
100 Nage Libre Messieurs,Finale A,7,PIAZZA Romain,2005,FRA,M,AMIENS METROPOLE NAT.,00:55.04,23/01/2022,1087,619
100 Nage Libre Messieurs,Finale A,7,TAYLAN Noyan,2002,FRA,M,CLAMART NATATION 92,00:52.09,23/01/2022,1186,730
100 Nage Libre Messieurs,Finale A,8,LISSOIR Colin,2005,BEL,M,ARDENNES RIVES DE MEUSE NATATION,00:55.76,23/01/2022,1063,595
100 Nage Libre Messieurs,Finale A,8,DELALLEAU Lucas,2002,FRA,M,EA NOGENT-VILLERS,00:52.73,23/01/2022,1164,704
100 Nage Libre Messieurs,Finale B,1,HUDAN Nathan,2003,FRA,M,AMIENS METROPOLE NAT.,00:52.72,23/01/2022,1165,704
100 Nage Libre Messieurs,Finale B,2,SAGNES Hugo,2001,FRA,M,AMIENS METROPOLE NAT.,00:52.78,23/01/2022,1163,702
100 Nage Libre Messieurs,Finale B,3,DEY Grégoire,2002,FRA,M,CN COURRIÈRES,00:53.84,23/01/2022,1127,661
100 Nage Libre Messieurs,Finale B,4,CHERI-ZECOTE Adrien,2003,FRA,M,AMIENS METROPOLE NAT.,00:56.02,23/01/2022,1055,587
100 Nage Libre Messieurs,Finale B,5,MAULNY Maxence,2004,FRA,M,AMIENS METROPOLE NAT.,00:56.30,23/01/2022,1046,578
100 Nage Libre Messieurs,Finale B,6,CABUT Nathan,2006,FRA,M,ARDENNES RIVES DE MEUSE NATATION,00:56.91,23/01/2022,1026,560
100 Nage Libre Messieurs,Finale B,7,DUVAUCHELLE Hugo,2007,FRA,M,AMIENS METROPOLE NAT.,00:57.05,23/01/2022,1022,556
100 Nage Libre Messieurs,Finale B,8,GAROUX Eliott,2006,FRA,M,AAS SARCELLES NATATION 95,00:57.29,23/01/2022,1014,549
100 Nage Libre Messieurs,Séries,1,SALVAN Hadrien,1997,FRA,M,STADE DE VANVES,00:49.83,23/01/2022,1265,834
100 Nage Libre Messieurs,Séries,2,GROUSSET Maxime,1999,FRA,M,CS CLICHY 92,00:50.18,23/01/2022,1253,817
100 Nage Libre Messieurs,Séries,3,TOMAC Mewen,2001,FRA,M,AMIENS METROPOLE NAT.,00:50.85,23/01/2022,1229,785
100 Nage Libre Messieurs,Séries,4,TESIC Enzo,2000,FRA,M,AMIENS METROPOLE NAT.,00:51.20,23/01/2022,1217,769
100 Nage Libre Messieurs,Séries,5,FUCHS Roman,1998,FRA,M,AMIENS METROPOLE NAT.,00:51.29,23/01/2022,1214,765
100 Nage Libre Messieurs,Séries,6,DELALLEAU Lucas,2002,FRA,M,EA NOGENT-VILLERS,00:51.70,23/01/2022,1200,747
100 Nage Libre Messieurs,Séries,7,MALLET Clement,2002,FRA,M,AMIENS METROPOLE NAT.,00:51.74,23/01/2022,1198,745
100 Nage Libre Messieurs,Séries,8,TAYLAN Noyan,2002,FRA,M,CLAMART NATATION 92,00:51.90,23/01/2022,1193,738
100 Nage Libre Messieurs,Séries,9,HUDAN Nathan,2003,FRA,M,AMIENS METROPOLE NAT.,00:52.43,23/01/2022,1175,716
100 Nage Libre Messieurs,Séries,10,DABIN John-William,2004,FRA,M,AMIENS METROPOLE NAT.,00:52.50,23/01/2022,1172,713
100 Nage Libre Messieurs,Séries,10,DABIN John-William,2004,FRA,M,AMIENS METROPOLE NAT.,00:52.50,23/01/2022,1172,713
100 Nage Libre Messieurs,Séries,11,POUILLART Corentin,2005,FRA,M,AMIENS METROPOLE NAT.,00:52.62,23/01/2022,1168,709
100 Nage Libre Messieurs,Séries,11,POUILLART Corentin,2005,FRA,M,AMIENS METROPOLE NAT.,00:52.62,23/01/2022,1168,709
